City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
13,oktyabrskoye,43.0645,44.7417,9.08,93,100,3.0,RU,1680109787
14,jamestown,42.097,-79.2353,8.9,50,75,9.83,US,1680109787
15,bucak,37.4592,30.595,1.29,65,36,7.45,TR,1680109787
16,ushuaia,-54.8,-68.3,5.81,61,40,8.75,AR,1680109788
17,ahipara,-35.1667,173.1667,10.51,76,32,2.05,NZ,1680109788
18,norsup,-16.0667,167.3833,25.66,82,100,1.37,VU,1680109788
19,san vicente,-26.6167,-54.1333,30.93,44,26,1.89,AR,1680109788
20,omboue,-1.5746,9.2618,25.75,81,98,2.93,GA,1680109788
21,mar del plata,-38.0023,-57.5575,19.41,53,40,5.66,AR,1680109789
22,hilo,19.7297,-155.09,22.93,90,40,3.09,US,1680109525
23,norfolk,42.1668,-71.2495,11.48,38,0,0.89,US,1680109789
24,acapulco,16.8634,-99.8901,29.9,54,0,3.6,MX,1680109789
25,tasiilaq,65.6145,-37.6368,-5.91,68,24,1.0,GL,1680109789
26,sao jose da coroa grande,-8.8978,-35.1478,27.94,72,75,5.2,BR,1680109790
27,kodiak,57.79,-152.4072,2.73,75,100,1.54,US,1680109728
28,vangaindrano,-23.35,47.6,22.88,77,61,2.22,MG,1680109790
29,nemuro,43.3236,145.575,1.7,90,14,2.84,JP,1680109790
30,upernavik,72.7868,-56.1549,-23.44,78,15,3.13,GL,1680109791
31,katsuura,35.1333,140.3,12.24,81,99,1.84,JP,1680109791
32,rikitea,-23.1203,-134.9692,26.39,72,89,2.05,PF,1680109791
33,bileca,42.8719,18.4297,6.94,62,33,1.06,BA,1680109791
34,cidreira,-30.1811,-50.2056,29.57,60,0,1.16,BR,1680109791
35,pinheiro,-2.5214,-45.0825,26.16,92,93,1.2,BR,1680109792
36,bredasdorp,-34.5322,20.0403,15.96,64,80,4.2,ZA,1680109792
37,turukhansk,65.8167,87.9833,-20.28,96,100,5.5,RU,1680109792
38,brae,60.3964,-1.353,5.9,90,100,11.86,GB,1680109605
39,pangnirtung,66.1451,-65.7125,-12.05,95,98,1.99,CA,1680109793
40,dikson,73.5069,80.5464,-19.91,99,100,2.66,RU,1680109793
41,port alfred,-33.5906,26.891,17.32,65,88,4.47,ZA,1680109460
42,flin flon,54.7682,-101.865,-5.27,89,96,3.22,CA,1680109793
43,boone,39.0334,-92.3335,12.59,53,80,1.74,US,1680109319
44,beaufort,5.3473,115.7455,24.18,94,100,1.39,MY,1680109793
45,kapaa,22.0752,-159.319,24.18,90,75,5.14,US,1680109793
46,busselton,-33.65,115.3333,17.74,58,80,6.77,AU,1680109794
47,san patricio,28.017,-97.5169,19.94,59,99,4.98,US,1680109563
48,ancud,-41.8697,-73.8203,11.66,59,79,4.14,CL,1680109794
49,hirara,24.8,125.2833,22.63,84,100,9.27,JP,1680109794
50,samarai,-10.6167,150.6667,27.65,76,17,2.43,PG,1680109794
51,ontario,34.0633,-117.6509,10.76,92,100,5.66,US,1680109225
52,beringovskiy,63.05,179.3167,-6.05,96,100,4.47,RU,1680109795
53,atuona,-9.8,-139.0333,27.05,75,64,6.21,PF,1680109795
54,castro,-24.7911,-50.0119,26.51,55,76,2.55,BR,1680109795
55,champerico,14.3,-91.9167,30.43,63,38,4.1,GT,1680109795
56,new norfolk,-42.7826,147.0587,13.72,78,100,1.79,AU,1680109796
57,la asuncion,11.0333,-63.8628,26.42,70,46,6.99,VE,1680109796
58,bluff,-46.6,168.3333,5.45,72,63,6.8,NZ,1680109796
59,cockburn town,21.4612,-71.1419,25.21,72,89,6.27,TC,1680109796
60,hovd,48.0056,91.6419,4.42,34,85,1.31,MN,1680109796
61,ciudad bolivar,8.1222,-63.5497,33.98,33,96,3.85,VE,1680109796
62,georgetown,5.4112,100.3354,27.96,83,20,1.54,MY,1680109705
63,richards bay,-28.783,32.0377,21.16,87,99,4.95,ZA,1680109797
64,kaitangata,-46.2817,169.8464,5.04,81,33,2.71,NZ,1680109797
65,albany,42.6001,-73.9662,11.13,38,40,0.89,US,1680109797
66,thompson,55.7435,-97.8558,-8.08,87,100,3.47,CA,1680109775
67,chipata,-13.6333,32.65,18.3,95,95,1.86,ZM,1680109798
68,kulhudhuffushi,6.6221,73.07,28.76,74,98,4.36,MV,1680109798
69,gainesville,29.6516,-82.3248,22.82,54,0,4.12,US,1680109626
70,haines junction,60.7522,-137.5108,-7.62,92,100,0.66,CA,1680109798
71,ottumwa,41.02,-92.4113,2.3,49,100,2.24,US,1680109140
72,avarua,-21.2078,-159.775,24.03,94,100,0.51,CK,1680109799
73,sandviken,60.6167,16.7667,-2.16,38,83,1.81,SE,1680109799
74,lebu,-37.6167,-73.65,14.28,59,13,7.14,CL,1680109799
75,nikolskoye,59.7035,30.7861,-2.06,95,100,4.08,RU,1680109799
76,geraldton,-28.7667,114.6,23.23,78,100,10.29,AU,1680109799
77,college,64.8569,-147.8028,-5.44,74,75,2.57,US,1680109601
78,cayenne,4.9333,-52.3333,29.02,70,100,6.17,GF,1680109616
79,cherskiy,68.75,161.3,-28.6,100,80,1.23,RU,1680109800
80,lorengau,-2.0226,147.2712,26.99,76,64,1.42,PG,1680109800
81,leningradskiy,69.3833,178.4167,-10.1,84,100,2.21,RU,1680109801
82,tiksi,71.6872,128.8694,-29.24,100,91,3.07,RU,1680109801
83,qandala,11.472,49.8728,28.39,75,42,2.13,SO,1680109801
84,shingu,33.7333,135.9833,8.97,66,93,2.62,JP,1680109802
85,rincon,32.296,-81.2354,19.39,39,75,5.66,US,1680109803
86,esperance,-33.8667,121.9,15.66,83,36,4.55,AU,1680109803
87,kavieng,-2.5744,150.7967,27.31,73,97,0.63,PG,1680109804
88,cabo san lucas,22.8909,-109.9124,27.01,59,100,0.45,MX,1680109052
89,bethel,41.3712,-73.414,12.02,35,0,2.06,US,1680109712
90,gumdag,39.2061,54.5906,23.0,26,0,2.66,TM,1680109806
91,hamilton,39.1834,-84.5333,12.89,48,40,6.17,US,1680109701
92,camacha,33.0833,-16.3333,22.68,60,0,2.57,PT,1680109807
93,puerto ayora,-0.7393,-90.3518,30.98,84,57,4.02,EC,1680109807
94,jining,35.405,116.5814,10.54,73,95,3.3,CN,1680109808
95,opuwo,-18.0607,13.84,23.19,65,100,1.54,,1680109809
96,victoria,22.2855,114.1577,22.33,88,98,2.68,HK,1680109791
97,aklavik,68.2191,-135.0107,-16.1,88,7,3.76,CA,1680109809
98,lambarene,-0.7001,10.2406,24.1,90,100,1.05,GA,1680109810
99,ranong,9.9658,98.6348,25.3,87,42,1.73,TH,1680109810
100,tura,25.5198,90.2201,20.63,75,6,2.54,IN,1680109662
101,palmer,42.1584,-72.3287,11.54,30,16,1.34,US,1680109811
102,kharan,28.5833,65.4167,19.52,49,44,4.19,PK,1680109697
103,kidodi,-7.6036,37.0044,23.79,88,72,0.91,TZ,1680109812
104,niort,46.3333,-0.3333,20.09,70,100,4.23,FR,1680109813
105,torbay,47.6666,-52.7314,2.44,87,99,4.02,CA,1680109813
106,mana,5.6592,-53.7767,27.72,70,45,5.29,GF,1680109813
107,angoche,-16.2325,39.9086,25.21,75,78,3.47,MZ,1680109814
108,kayerkan,69.3497,87.7602,-30.12,100,88,0.68,RU,1680109814
109,hofn,64.2539,-15.2082,4.01,81,100,9.77,IS,1680109815
110,hobart,-42.8794,147.3294,13.92,81,100,5.66,AU,1680109815
111,husavik,66.0449,-17.3389,2.54,81,100,9.4,IS,1680109772
112,provideniya,64.3833,-173.3,-7.16,92,100,7.04,RU,1680109816
113,diego de almagro,-26.3667,-70.05,28.26,25,0,3.69,CL,1680109594
114,aykhal,66.0,111.5,-19.5,99,98,2.45,RU,1680109817
115,westerland,54.9079,8.3033,7.23,100,100,4.63,DE,1680109817
116,chanderi,24.7167,78.1333,28.95,19,98,1.5,IN,1680109818
117,fortuna,40.5982,-124.1573,11.19,72,100,2.68,US,1680109818
118,khatanga,71.9667,102.5,-30.47,100,99,0.78,RU,1680109818
119,talnakh,69.4865,88.3972,-28.77,100,65,3.07,RU,1680109819
120,mayo,38.8876,-76.5119,15.19,44,0,5.14,US,1680109819
121,arlit,18.7369,7.3853,32.98,5,7,4.55,NE,1680109784
122,east london,-33.0153,27.9116,19.24,62,89,9.37,ZA,1680109747
123,bengkulu,-3.8004,102.2655,24.67,87,98,2.16,ID,1680109820
124,tuatapere,-46.1333,167.6833,1.95,91,40,2.24,NZ,1680109820
125,padang,-0.9492,100.3543,27.03,88,100,1.37,ID,1680109821
126,hudson bay,52.85,-102.3842,-4.68,84,96,4.85,CA,1680109821
127,itoman,26.1247,127.6694,19.21,88,75,6.69,JP,1680109821
128,santa lucia,27.9117,-15.5407,24.62,20,0,10.29,ES,1680109821
129,salalah,17.0151,54.0924,28.05,74,40,2.06,OM,1680109684
130,emiliano zapata,18.8333,-99.1833,28.34,32,0,1.54,MX,1680109822
131,butaritari,3.0707,172.7902,26.92,83,88,6.33,KI,1680109822
132,bahia blanca,-38.7196,-62.2724,18.23,19,0,3.58,AR,1680109822
133,ribeira grande,38.5167,-28.7,16.54,82,40,9.83,PT,1680109823
134,vardo,70.3705,31.1107,-1.01,93,100,11.32,NO,1680109823
135,yenagoa,4.9247,6.2642,27.95,77,89,3.56,NG,1680109824
136,ziro,27.6333,93.8333,7.44,89,61,0.94,IN,1680109319
137,gizo,-8.103,156.8419,27.13,80,100,1.5,SB,1680109824
138,sisimiut,66.9395,-53.6735,-9.43,64,23,2.41,GL,1680109825
139,sabha,27.0377,14.4283,24.81,20,0,6.7,LY,1680109826
140,tuktoyaktuk,69.4541,-133.0374,-22.99,100,81,3.02,CA,1680109827
141,kharp,66.8014,65.8081,-19.3,92,10,4.59,RU,1680109827
142,baturaja,-4.1333,104.1667,22.58,93,98,0.54,ID,1680109828
143,dunedin,-45.8742,170.5036,7.11,83,58,0.45,NZ,1680109587
144,mogadishu,2.0371,45.3438,27.78,74,3,6.84,SO,1680109829
145,alofi,-19.0595,-169.9187,27.14,78,100,3.99,NU,1680109830
146,clovis,36.8252,-119.7029,12.25,74,40,6.17,US,1680109656
147,vila velha,-20.3297,-40.2925,28.97,70,20,5.14,BR,1680109693
148,coquimbo,-29.9533,-71.3436,19.85,77,20,6.17,CL,1680109831
149,vaini,-21.2,-175.2,22.09,100,20,0.51,TO,1680109831
150,dzhebariki-khaya,62.2167,135.8,-2.89,98,100,0.48,RU,1680109832
151,payyannur,12.1,75.2,25.17,79,4,2.65,IN,1680109832
152,waingapu,-9.6567,120.2641,26.01,85,100,1.28,ID,1680109833
153,sidrolandia,-20.9319,-54.9614,30.9,53,47,3.17,BR,1680109834
154,mount isa,-20.7333,139.5,25.87,53,40,3.09,AU,1680109834
155,honiara,-9.4333,159.95,25.52,89,100,2.07,SB,1680109836
156,mao,39.8885,4.2658,15.31,72,0,4.63,ES,1680109837
157,yeppoon,-23.1333,150.7333,21.88,87,15,2.15,AU,1680109837
158,nador,35.174,-2.9287,18.14,72,20,2.57,MA,1680109837
159,yellowknife,62.456,-114.3525,-11.91,72,79,3.58,CA,1680109569
160,chokurdakh,70.6333,147.9167,-33.38,100,64,2.82,RU,1680109838
161,poum,-20.2333,164.0167,25.93,77,95,1.47,NC,1680109839
162,port elizabeth,-33.918,25.5701,17.28,73,87,3.58,ZA,1680109839
163,saint-philippe,-21.3585,55.7679,26.77,81,38,4.29,RE,1680109839
164,cape town,-33.9258,18.4232,17.71,67,93,2.24,ZA,1680109835
165,aswan,24.0934,32.907,27.71,9,81,4.49,EG,1680109840
166,cruzilia,-21.8386,-44.8083,22.72,81,98,1.77,BR,1680109840
167,grindavik,63.8424,-22.4338,6.26,75,75,9.77,IS,1680109840
168,svetlaya,46.5389,138.3297,1.38,81,7,5.29,RU,1680109840
169,fort saint james,54.4333,-124.25,-0.96,89,100,1.18,CA,1680109841
170,iqaluit,63.7506,-68.5145,-17.39,77,83,11.18,CA,1680109841
171,zemio,5.0314,25.1361,27.11,49,50,1.12,CF,1680109841
172,airai,-8.9266,125.4092,14.9,88,100,0.8,TL,1680109842
173,bambous virieux,-20.3428,57.7575,25.68,75,86,6.59,MU,1680109842
174,sibolga,1.7427,98.7792,24.4,90,29,1.81,ID,1680109843
175,esmeraldas,-19.7625,-44.3139,28.48,54,100,2.04,BR,1680109843
176,preobrazheniye,42.9019,133.9064,2.77,92,2,2.78,RU,1680109844
177,makakilo city,21.3469,-158.0858,25.18,83,40,6.17,US,1680109844
178,goundam,16.4145,-3.6708,38.63,7,18,4.09,ML,1680109844
179,bud,39.447,-86.1758,12.08,51,79,6.12,US,1680109844
180,contai,21.7786,87.7536,26.14,87,4,4.32,IN,1680109844
181,qaanaaq,77.484,-69.3632,-21.98,71,92,2.41,GL,1680109845
182,guerrero negro,27.9769,-114.0611,16.88,55,0,6.58,MX,1680109845
183,barrow,71.2906,-156.7887,-12.99,78,100,4.63,US,1680109845
184,namanga,-2.5433,36.7905,23.21,59,100,4.99,KE,1680109845
185,kalmunai,7.4167,81.8167,25.46,77,62,1.74,LK,1680109846
186,jaroslaw,50.0162,22.6778,4.73,45,3,2.35,PL,1680109846
187,dalvik,65.9702,-18.5286,0.94,87,100,3.81,IS,1680109846
188,hithadhoo,-0.6,73.0833,28.36,74,34,2.64,MV,1680109846
189,mount gambier,-37.8333,140.7667,10.53,89,12,2.2,AU,1680109847
190,quatre cocos,-20.2078,57.7625,25.61,75,86,6.88,MU,1680109847
191,tema,5.667,-0.0166,30.04,66,100,6.57,GH,1680109847
192,grand gaube,-20.0064,57.6608,25.77,75,74,8.23,MU,1680109847
193,kasongo-lunda,-6.4667,16.8167,25.13,80,47,0.76,CD,1680109847
194,sorland,67.667,12.6934,-2.08,54,4,0.3,NO,1680109848
195,bolobo,-2.1667,16.2333,24.23,89,72,2.53,CD,1680109848
196,xai-xai,-25.0519,33.6442,24.92,63,5,4.73,MZ,1680109848
197,moerai,-22.4333,-151.3333,26.61,75,100,4.44,PF,1680109848
198,loding,67.3,14.75,-1.05,64,0,1.03,NO,1680109850
199,manta,-0.95,-80.7333,28.88,74,75,2.06,EC,1680109850
200,bonthe,7.5264,-12.505,29.32,66,63,4.83,SL,1680109850
201,flinders,-34.5833,150.8552,16.7,78,3,0.89,AU,1680109851
202,hobyo,5.3505,48.5268,28.11,70,15,4.27,SO,1680109851
203,adrar,20.5022,-10.0711,36.6,5,0,1.11,MR,1680109852
204,amahai,-3.3333,128.9167,24.88,86,100,1.6,ID,1680109852
205,taonan,45.3333,122.7833,8.94,38,83,1.97,CN,1680109853
206,iskateley,67.6803,53.1512,-16.24,95,30,2.47,RU,1680109853
207,muros,42.7762,-9.0603,17.83,84,63,8.25,ES,1680109715
208,sur,22.5667,59.5289,24.48,47,0,0.16,OM,1680109854
209,goure,13.9835,10.2704,32.05,8,32,3.66,NE,1680109854
210,auki,-8.7676,160.7034,25.29,88,100,1.6,SB,1680109854
211,yar-sale,66.8333,70.8333,-17.05,89,49,8.05,RU,1680109855
212,hasaki,35.7333,140.8333,11.79,78,100,4.17,JP,1680109855
213,saskylakh,71.9167,114.0833,-26.2,99,97,1.83,RU,1680109855
